,IP,Time,URL,Status,month,day,Methods,URL_new
0,10.128.2.1,29/Nov/2017,GET /login.php HTTP/1.1,200,Nov,29,GET ,login.php HTTP
1,10.128.2.1,29/Nov/2017,POST /process.php HTTP/1.1,302,Nov,29,POST ,process.php HTTP
2,10.128.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
3,10.131.2.1,29/Nov/2017,GET /js/vendor/moment.min.js HTTP/1.1,200,Nov,29,GET ,js
4,10.130.2.1,29/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200,Nov,29,GET ,bootstrap-3.3.7
5,10.130.2.1,29/Nov/2017,GET /profile.php?user=bala HTTP/1.1,200,Nov,29,GET ,profile.php?user=bala HTTP
6,10.128.2.1,29/Nov/2017,GET /js/jquery.min.js HTTP/1.1,200,Nov,29,GET ,js
7,10.131.2.1,29/Nov/2017,GET /js/chart.min.js HTTP/1.1,200,Nov,29,GET ,js
8,10.131.2.1,29/Nov/2017,GET /edit.php?name=bala HTTP/1.1,200,Nov,29,GET ,edit.php?name=bala HTTP
9,10.131.2.1,29/Nov/2017,GET /logout.php HTTP/1.1,302,Nov,29,GET ,logout.php HTTP
10,10.131.2.1,29/Nov/2017,GET /login.php HTTP/1.1,200,Nov,29,GET ,login.php HTTP
11,10.130.2.1,29/Nov/2017,GET /login.php HTTP/1.1,200,Nov,29,GET ,login.php HTTP
12,10.130.2.1,29/Nov/2017,GET /login.php HTTP/1.1,200,Nov,29,GET ,login.php HTTP
13,10.130.2.1,29/Nov/2017,GET / HTTP/1.1,302,Nov,29,GET , HTTP
14,10.130.2.1,29/Nov/2017,GET /login.php HTTP/1.1,200,Nov,29,GET ,login.php HTTP
15,10.129.2.1,29/Nov/2017,POST /process.php HTTP/1.1,302,Nov,29,POST ,process.php HTTP
16,10.131.0.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
17,10.131.0.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
18,10.130.2.1,29/Nov/2017,GET / HTTP/1.1,302,Nov,29,GET , HTTP
19,10.131.2.1,29/Nov/2017,GET /login.php HTTP/1.1,200,Nov,29,GET ,login.php HTTP
20,10.131.2.1,29/Nov/2017,GET /css/bootstrap.min.css HTTP/1.1,200,Nov,29,GET ,css
21,10.128.2.1,29/Nov/2017,GET /css/font-awesome.min.css HTTP/1.1,200,Nov,29,GET ,css
22,10.131.0.1,29/Nov/2017,GET /css/normalize.css HTTP/1.1,200,Nov,29,GET ,css
23,10.128.2.1,29/Nov/2017,GET /css/style.css HTTP/1.1,200,Nov,29,GET ,css
24,10.131.0.1,29/Nov/2017,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,Nov,29,GET ,js
25,10.129.2.1,29/Nov/2017,GET /css/main.css HTTP/1.1,200,Nov,29,GET ,css
26,10.131.0.1,29/Nov/2017,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,Nov,29,GET ,js
27,10.128.2.1,29/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,Nov,29,GET ,bootstrap-3.3.7
28,10.131.2.1,29/Nov/2017,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,Nov,29,GET ,fonts
29,10.131.2.1,29/Nov/2017,GET / HTTP/1.1,200,Nov,29,GET , HTTP
30,10.131.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
31,10.131.2.1,29/Nov/2017,GET /logout.php HTTP/1.1,302,Nov,29,GET ,logout.php HTTP
32,10.131.2.1,29/Nov/2017,GET /login.php HTTP/1.1,200,Nov,29,GET ,login.php HTTP
33,10.131.2.1,29/Nov/2017,POST /process.php HTTP/1.1,302,Nov,29,POST ,process.php HTTP
34,10.131.2.1,29/Nov/2017,GET /login.php?value=fail HTTP/1.1,200,Nov,29,GET ,login.php?value=fail HTTP
35,10.131.2.1,29/Nov/2017,POST /process.php HTTP/1.1,302,Nov,29,POST ,process.php HTTP
36,10.131.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
37,10.131.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
38,10.130.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
39,10.129.2.1,29/Nov/2017,GET /details.php?id=44 HTTP/1.1,302,Nov,29,GET ,details.php?id=44 HTTP
40,10.128.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
41,10.128.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
42,10.128.2.1,29/Nov/2017,GET /compiler.php HTTP/1.1,200,Nov,29,GET ,compiler.php HTTP
43,10.128.2.1,29/Nov/2017,GET /compiler.php HTTP/1.1,200,Nov,29,GET ,compiler.php HTTP
44,10.131.2.1,29/Nov/2017,GET /logout.php HTTP/1.1,302,Nov,29,GET ,logout.php HTTP
45,10.129.2.1,29/Nov/2017,GET /login.php HTTP/1.1,200,Nov,29,GET ,login.php HTTP
46,10.129.2.1,29/Nov/2017,POST /process.php HTTP/1.1,302,Nov,29,POST ,process.php HTTP
47,10.131.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
48,10.131.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
49,10.131.2.1,29/Nov/2017,GET /details.php?id=44 HTTP/1.1,200,Nov,29,GET ,details.php?id=44 HTTP
50,10.128.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
51,10.131.2.1,29/Nov/2017,GET /details.php?id=44 HTTP/1.1,200,Nov,29,GET ,details.php?id=44 HTTP
52,10.131.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
53,10.131.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
54,10.131.2.1,29/Nov/2017,GET /details.php?id=46 HTTP/1.1,200,Nov,29,GET ,details.php?id=46 HTTP
55,10.131.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
56,10.131.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
57,10.131.2.1,29/Nov/2017,GET /details.php?id=42 HTTP/1.1,200,Nov,29,GET ,details.php?id=42 HTTP
58,10.131.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
59,10.131.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
60,10.131.2.1,29/Nov/2017,GET /details.php?id=45 HTTP/1.1,200,Nov,29,GET ,details.php?id=45 HTTP
61,10.128.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
62,10.131.0.1,29/Nov/2017,GET / HTTP/1.1,200,Nov,29,GET , HTTP
63,10.131.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
64,10.131.2.1,29/Nov/2017,GET /css/bootstrap.min.css HTTP/1.1,304,Nov,29,GET ,css
65,10.128.2.1,29/Nov/2017,GET /css/font-awesome.min.css HTTP/1.1,304,Nov,29,GET ,css
66,10.131.0.1,29/Nov/2017,GET /css/normalize.css HTTP/1.1,304,Nov,29,GET ,css
67,10.131.2.1,29/Nov/2017,GET /css/main.css HTTP/1.1,304,Nov,29,GET ,css
68,10.131.0.1,29/Nov/2017,GET /css/style.css HTTP/1.1,304,Nov,29,GET ,css
69,10.128.2.1,29/Nov/2017,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304,Nov,29,GET ,js
70,10.131.2.1,29/Nov/2017,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304,Nov,29,GET ,js
71,10.131.2.1,29/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304,Nov,29,GET ,bootstrap-3.3.7
72,10.128.2.1,29/Nov/2017,GET /js/vendor/moment.min.js HTTP/1.1,304,Nov,29,GET ,js
73,10.131.2.1,29/Nov/2017,GET / HTTP/1.1,200,Nov,29,GET , HTTP
74,10.130.2.1,29/Nov/2017,GET /compiler.php HTTP/1.1,200,Nov,29,GET ,compiler.php HTTP
75,10.130.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
76,10.130.2.1,29/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304,Nov,29,GET ,bootstrap-3.3.7
77,10.130.2.1,29/Nov/2017,GET /compiler.php HTTP/1.1,200,Nov,29,GET ,compiler.php HTTP
78,10.128.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
79,10.128.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
80,10.129.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
81,10.129.2.1,29/Nov/2017,GET /compiler.php HTTP/1.1,200,Nov,29,GET ,compiler.php HTTP
82,10.129.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
83,10.131.0.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
84,10.128.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
85,10.128.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP
86,10.128.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
87,10.128.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
88,10.128.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
89,10.128.2.1,29/Nov/2017,GET /logout.php HTTP/1.1,302,Nov,29,GET ,logout.php HTTP
90,10.129.2.1,29/Nov/2017,GET /login.php HTTP/1.1,200,Nov,29,GET ,login.php HTTP
91,10.129.2.1,29/Nov/2017,POST /process.php HTTP/1.1,302,Nov,29,POST ,process.php HTTP
92,10.129.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
93,10.131.0.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
94,10.131.2.1,29/Nov/2017,GET / HTTP/1.1,200,Nov,29,GET , HTTP
95,10.131.2.1,29/Nov/2017,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,304,Nov,29,GET ,fonts
96,10.131.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
97,10.131.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
98,10.130.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
99,10.128.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
100,10.128.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
101,10.130.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
102,10.130.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
103,10.130.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
104,10.130.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
105,10.130.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
106,10.130.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
107,10.130.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
108,10.131.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
109,10.131.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
110,10.131.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
111,10.131.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
112,10.128.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
113,10.131.2.1,29/Nov/2017,GET / HTTP/1.1,302,Nov,29,GET , HTTP
114,10.128.2.1,29/Nov/2017,GET /login.php HTTP/1.1,200,Nov,29,GET ,login.php HTTP
115,10.128.2.1,29/Nov/2017,GET /css/bootstrap.min.css HTTP/1.1,200,Nov,29,GET ,css
116,10.128.2.1,29/Nov/2017,GET /css/font-awesome.min.css HTTP/1.1,200,Nov,29,GET ,css
117,10.131.2.1,29/Nov/2017,GET /css/main.css HTTP/1.1,200,Nov,29,GET ,css
118,10.130.2.1,29/Nov/2017,GET /css/normalize.css HTTP/1.1,200,Nov,29,GET ,css
119,10.131.0.1,29/Nov/2017,GET /css/style.css HTTP/1.1,200,Nov,29,GET ,css
120,10.128.2.1,29/Nov/2017,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,Nov,29,GET ,js
121,10.130.2.1,29/Nov/2017,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,Nov,29,GET ,js
122,10.131.2.1,29/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,Nov,29,GET ,bootstrap-3.3.7
123,10.128.2.1,29/Nov/2017,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,Nov,29,GET ,fonts
124,10.128.2.1,29/Nov/2017,POST /process.php HTTP/1.1,302,Nov,29,POST ,process.php HTTP
125,10.128.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
126,10.128.2.1,29/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200,Nov,29,GET ,bootstrap-3.3.7
127,10.130.2.1,29/Nov/2017,GET /js/vendor/moment.min.js HTTP/1.1,200,Nov,29,GET ,js
128,10.128.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
129,10.128.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
130,10.130.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
131,10.130.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
132,10.130.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
133,10.131.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
134,10.131.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
135,10.131.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
136,10.129.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
137,10.129.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
138,10.128.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
139,10.128.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
140,10.128.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
141,10.128.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
142,10.128.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
143,10.128.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
144,10.128.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
145,10.128.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
146,10.129.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
147,10.129.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
148,10.129.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
149,10.129.2.1,29/Nov/2017,GET /compiler.php HTTP/1.1,200,Nov,29,GET ,compiler.php HTTP
150,10.129.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP
151,10.129.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
152,10.129.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
153,10.130.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
154,10.130.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
155,10.131.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
156,10.131.2.1,29/Nov/2017,GET /archive.php HTTP/1.1,200,Nov,29,GET ,archive.php HTTP
157,10.131.2.1,29/Nov/2017,GET /allsubmission.php HTTP/1.1,200,Nov,29,GET ,allsubmission.php HTTP
158,10.131.2.1,29/Nov/2017,GET /showcode.php?id=284&nm=xyz_xyz HTTP/1.1,200,Nov,29,GET ,showcode.php?id=284&nm=xyz_xyz HTTP
159,10.131.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
160,10.131.2.1,29/Nov/2017,GET /archive.php HTTP/1.1,200,Nov,29,GET ,archive.php HTTP
161,10.131.2.1,29/Nov/2017,GET /allsubmission.php HTTP/1.1,200,Nov,29,GET ,allsubmission.php HTTP
162,10.131.2.1,29/Nov/2017,GET /showcode.php?id=281&nm=shawon HTTP/1.1,200,Nov,29,GET ,showcode.php?id=281&nm=shawon HTTP
163,10.131.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
164,10.131.0.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
165,10.129.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
166,10.129.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
167,10.131.0.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
168,10.131.0.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
169,10.129.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
170,10.129.2.1,29/Nov/2017,GET / HTTP/1.1,200,Nov,29,GET , HTTP
171,10.129.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
172,10.131.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
173,10.131.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
174,10.131.2.1,29/Nov/2017,GET /compiler.php HTTP/1.1,200,Nov,29,GET ,compiler.php HTTP
175,10.131.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
176,10.131.2.1,29/Nov/2017,GET /index.php HTTP/1.1,200,Nov,29,GET ,index.php HTTP
177,10.130.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
178,10.130.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
179,10.129.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
180,10.129.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
181,10.129.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP
182,10.129.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
183,10.128.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
184,10.128.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
185,10.131.0.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
186,10.131.0.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
187,10.131.0.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
188,10.129.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
189,10.129.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
190,10.131.2.1,29/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,Nov,29,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
191,10.129.2.1,29/Nov/2017,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,29,GET ,countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
192,10.129.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
193,10.131.2.1,29/Nov/2017,GET /home.php HTTP/1.1,200,Nov,29,GET ,home.php HTTP
194,10.131.2.1,29/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,29,GET ,contest.php HTTP
